:doi,:title,:description,:subtype,:coverDate,:publicationName,:authkeywords,:eid,:pii,:pubmed_id,:subtypeDescription,:creator,:afid,:affilname,:affiliation_city,:affiliation_country,:author_count,:author_names,:author_ids,:author_afids,:coverDisplayDate,:issn,:source_id,:eIssn,:aggregationType,:volume,:issueIdentifier,:article_number,:pageRange,:openaccess,:fund_acr,:fund_no,:fund_sponsor,:citedby_count,:YEAR,:URL
10.3390/robotics12010012,"Simulated and Real Robotic Reach, Grasp, and Pick-and-Place Using Combined Reinforcement Learning and Traditional Controls","The majority of robots in factories today are operated with conventional control strategies that require individual programming on a task-by-task basis, with no margin for error. As an alternative to the rudimentary operation planning and task-programming techniques, machine learning has shown significant promise for higher-level task planning, with the development of reinforcement learning (RL)-based control strategies. This paper reviews the implementation of combined traditional and RL control for simulated and real environments to validate the RL approach for standard industrial tasks such as reach, grasp, and pick-and-place. The goal of this research is to bring intelligence to robotic control so that robotic operations can be completed without precisely defining the environment, constraints, and the action plan. The results from this approach provide optimistic preliminary data on the application of RL to real-world robotics.",ar,2023-02-01,Robotics,Franka Panda robot | pick-and-place | proximal policy optimization | real-world robotics | reinforcement learning | robot operating system | robotic control | simulation environment | soft actor-critic,2-s2.0-85148913167,,,Article,Lobbezoo A.,60014171,University of Waterloo,Waterloo,Canada,2,"Lobbezoo, Andrew;Kwon, Hyock Ju",57266302500;10041489900,60014171;60014171,February 2023,,21100833833,22186581,Journal,12,1,12,,1,,22A03009,,1,2023,https://doi.org/10.3390/robotics12010012
10.13195/j.kzyjc.2021.1158,An informative path planning approach for mobile robots based on upper confidence bound algorithm,"Path planning for mobile robots is paramount in unknown environment exploration. Exploration efficiency and prediction accuracy largely depend on appropriate waypoint decision. In this paper, an informative path planning approach is proposed based on the reinforcement learning paradigm for static environment exploration. In contrast to model based algorithms, no assumption is presumed for the environmental features. The computational cost is reduced and the online planning capability is enhanced by evaluating the values of actions through robot’s interaction with the environment. To improve the prediction accuracy, an action selection algorithm based on the Upper Confidence Bound (UCB) is utilized to balance exploration and utilization. Exploration in unknown areas is encouraged, which also potentially avoid stucking into local extrema. Numerical simulations have been performed on environments that are modeled with Gaussian distribution and Ackley function respectively. Results show that the characteristics of the entire environment field can be effectively captured using the proposed path planning approach.",ar,2023-02-01,Kongzhi yu Juece/Control and Decision,informative path planning | mobile robot | reinforcement learning | unknown environment exploration | upper confidence bound,2-s2.0-85148286330,,,Article,Wang Y.Q.,60102437;60019533,China Academy of Space Technology;Tianjin University,Beijing;Tianjin,China;China,3,"Wang, Yi Qiang;Wu, Zhi Liang;Li, Qun Zhi",57391381100;55196400400;56294222600,60019533;60019533;60102437,February 2023,10010920,79015,,Journal,38,2,,395-402,0,,undefined,,0,2023,https://doi.org/10.13195/j.kzyjc.2021.1158
10.1109/LRA.2022.3233261,Policy Optimization to Learn Adaptive Motion Primitives in Path Planning with Dynamic Obstacles,"This letter addresses the kinodynamic motion planning for non-holonomic robots in dynamic environments with both static and dynamic obstacles - a challenging problem that lacks a universal solution yet. One of the promising approaches to solve it is decomposing the problem into the smaller sub-problems and combining the local solutions into the global one. The crux of any planning method for non-holonomic robots is the generation of motion primitives that generates solutions to local planning sub-problems. In this work we introduce a novel learnable steering function (policy), which takes into account kinodynamic constraints of the robot and both static and dynamic obstacles. This policy is efficiently trained via the policy optimization. Empirically, we show that our steering function generalizes well to unseen problems. We then plug in the trained policy into the sampling-based and lattice-based planners, and evaluate the resultant POLAMP algorithm (Policy Optimization that Learns Adaptive Motion Primitives) in a range of challenging setups that involve a car-like robot operating in the obstacle-rich parking-lot environments. We show that POLAMP is able to plan collision-free kinodynamic trajectories with success rates higher than 92%, when 50 simultaneously moving obstacles populate the environment showing better performance than the state-of-the-art competitors.",ar,2023-02-01,IEEE Robotics and Automation Letters,Motion and path planning | reinforcement learning | task and motion planning,2-s2.0-85147191855,,,Article,Angulo B.,60021331;126888981;126532924,Russian Academy of Sciences;AIRI;Moscow Institute of Physics and Technology (State University),Moscow;Moscow;Moscow region,Russian Federation;Russian Federation;Russian Federation,3,"Angulo, Brian;Panov, Aleksandr;Yakovlev, Konstantin",57224485197;56504794900;57125950700,126532924;60021331-126888981;60021331-126888981,1 February 2023,,21100900379,23773766,Journal,8,2,,824-831,0,,undefined,,0,2023,https://doi.org/10.1109/LRA.2022.3233261
10.1109/LRA.2022.3231520,Planning Visual-Tactile Precision Grasps via Complementary Use of Vision and Touch,"Reliably planning fingertip grasps for multi-fingered hands lies as a key challenge for many tasks including tool use, insertion, and dexterous in-hand manipulation. This task becomes even more difficult when the robot lacks an accurate model of the object to be grasped. Tactile sensing offers a promising approach to account for uncertainties in object shape. However, current robotic hands tend to lack full tactile coverage. As such, a problem arises of how to plan and execute grasps for multi-fingered hands such that contact is made with the area covered by the tactile sensors. To address this issue, we propose an approach to grasp planning that explicitly reasons about where the fingertips should contact the estimated object surface while maximizing the probability of grasp success. Key to our method's success is the use of visual surface estimation for initial planning to encode the contact constraint. The robot then executes this plan using a tactile-feedback controller that enables the robot to adapt to online estimates of the object's surface to correct for errors in the initial plan. Importantly, the robot never explicitly integrates object pose or surface estimates between visual and tactile sensing, instead it uses the two modalities in complementary ways. Vision guides the robots motion prior to contact; touch updates the plan when contact occurs differently than predicted from vision. We show that our method successfully synthesises and executes precision grasps for previously unseen objects using surface estimates from a single camera view. Further, our approach outperforms a state of the art multi-fingered grasp planner, while also beating several baselines we propose.",ar,2023-02-01,IEEE Robotics and Automation Letters,Deep learning in grasping and manipulation | grasping | multifingered hands,2-s2.0-85146235487,,,Article,Matak M.,60076695;60025488,NVIDIA;The University of Utah,Santa Clara;Salt Lake City,United States;United States,2,"Matak, Martin;Hermans, Tucker",57219438413;36730868000,60025488;60025488-60076695,1 February 2023,,21100900379,23773766,Journal,8,2,,768-775,0,NSF,1846341,National Science Foundation,2,2023,https://doi.org/10.1109/LRA.2022.3231520
10.1016/j.compag.2022.107593,Coverage path planning for kiwifruit picking robots based on deep reinforcement learning,"In this paper, a deep reinforcement learning-based path planning method for kiwifruit picking robot coverage is proposed. Compared with existing approaches, the novelty of this paper is twofold. 1. Using a LiDAR to collect the environmental point cloud information of the kiwifruit orchard and construct a two-dimensional grid map. In the process of constructing the map, the fruit coordinate information is collected in real time, and the fruit coordinates are projected onto the grid map to obtain the distribution of kiwifruit in the orchard environment. Combined with the effective picking area of a kiwifruit picking robot, a kiwifruit area division algorithm is proposed, which converts the traditional grid-based coverage path planning into a travelling salesman (TSP) problem of solving the traversal order of each area. 2. An improved deep reinforcement learning algorithm, the re-DQN algorithm, is proposed to solve the traversal order of each region. The model training results show that the algorithm is more effective than the traditional DQN algorithm, completing model convergence to a better solution. The experimental results of kiwifruit orchard navigation show that the coverage path length of the method proposed in this paper is 220.67 m, which is 31.56 % shorter than that of the boustrophedon algorithm. The overall navigation time is 1200 s, which is 35.72 % shorter than that of the boustrophedon algorithm. This shows that the coverage path planning method proposed in this paper can effectively shorten the coverage path of kiwifruit orchards and improve the navigation efficiency of kiwifruit picking robots.",ar,2023-02-01,Computers and Electronics in Agriculture,Coverage path planning | Deep Reinforcement Learning | Evaluation function | Harvesting robot | Kiwifruit projection,2-s2.0-85145264936,S0168169922009012,,Article,Wang Y.,60087826;60031041;121353653,Ministry of Agriculture of the People's Republic of China;Northwest A&amp;F University;Shaanxi Key Laboratory of Agricultural Information Perception and Intelligent Service,Beijing;Yangling;Yangling,China;China;China,7,"Wang, Yinchu;He, Zhi;Cao, Dandan;Ma, Li;Li, Kai;Jia, Liangsheng;Cui, Yongjie",57764073000;57454876700;57563673400;57458437300;57221174718;58032614700;55612869800,60031041;60031041-121353653;60031041;60031041;60031041-121353653;60031041;60031041-60087826-121353653,February 2023,01681699,30441,,Journal,205,,107593,,0,NSFC,31971805,National Natural Science Foundation of China,3,2023,https://doi.org/10.1016/j.compag.2022.107593
10.1109/LRA.2022.3227860,Neural Joint Space Implicit Signed Distance Functions for Reactive Robot Manipulator Control,"In this letter, we present an approach for learning a neural implicit signed distance function expressed in joint space coordinates, that efficiently computes distance-to-collisions for arbitrary robotic manipulator configurations. Computing such distances is a long standing problem in robotics as approximate representations of the robot and environment geometry can lead to overly conservative constraints, numerical instabilities and expensive computations - limiting real-time reactive control and task success. Leveraging GPU parallelization and the differentiable nature of the proposed distance function allows for fast calculation of gradients with respect to the neural network inputs, providing a continuous repulsive vector field directly in joint space. We show that the learned high-resolution collision representation can be used to achieve real-time reactive control by i) formulating it as a collision-avoidance constraint for a quadratic programming (QP) inverse kinematics (IK), and ii) introducing it as a collision cost in a sampling-based joint space model predictive controller (MPC). For a reaching benchmark task with a 7DoF robot and dynamic obstacles intentionally obstructing the robot's path we achieve average 250 Hz control frequency with QP-IK and 92 Hz with MPC, showing an accelerated performance of 15% for QP-IK and 40% for MPC over baseline distance computation techniques.",ar,2023-02-01,IEEE Robotics and Automation Letters,Collision Avoidance | Model Learning for Control | Reactive and Sensor-Based Planning,2-s2.0-85144806711,,,Article,Koptev M.,60028186;60006297,Ecole Polytechnique Fédérale de Lausanne;University of Pennsylvania,Lausanne;Philadelphia,Switzerland;United States,3,"Koptev, Mikhail;Figueroa, Nadia;Billard, Aude",57198356561;55626617600;7006389948,60028186;60006297;60028186,1 February 2023,,21100900379,23773766,Journal,8,2,,480-487,1,,undefined,,0,2023,https://doi.org/10.1109/LRA.2022.3227860
10.1016/j.robot.2022.104322,A BPMN-driven framework for Multi-Robot System development,"Programming robotic systems is often a challenging task requiring advanced skills, especially when the goal is to ensure loosely-coupled coordination in heterogeneous Multi-Robot Systems (MRSs). Model-driven approaches for robotic system engineering have shown their benefits in facilitating the development of robots’ behavior, controllers, and system components. However, the state of the art still lacks contributions addressing crucial aspects of the model-driven approach applied to MRSs, such as developing robots’ distributed cooperation through models supporting the communication among robots. In this paper, we present a novel framework for modeling, configuring and enacting the cooperative behaviors of MRSs through collaboration diagrams as provided by the BPMN 2.0 standard. The advantages of our solution lie, indeed, in the use of BPMN, which provides easily understandable and highly expressive diagrams for representing the cooperation among distributed robots, and benefits from a wide list of supporting tools. Starting from the selection of BPMNelements, we define a set of guidelines for driving the developer in modeling an MRS mission using BPMN. The developer configures the resulting collaboration diagram to link elements in the model to the robotic middleware, ROS2 in the toolchain we implemented. Finally, the configured model is enacted by BPMN engines integrated into the ROS2 middleware run by each robot involved in the MRS, thus obtaining a fully distributed cooperation. We assess our framework's effectiveness through experiments in simulated and real environments.",ar,2023-02-01,Robotics and Autonomous Systems,BPMN | Enactment framework | Model-driven development | Multi-robot systems,2-s2.0-85143852195,S0921889022002111,,Article,Corradini F.,60026298;60021859,Università degli Studi di Camerino;Università degli Studi di Firenze,Camerimo;Florence,Italy;Italy,5,"Corradini, Flavio;Pettinari, Sara;Re, Barbara;Rossi, Lorenzo;Tiezzi, Francesco",55679592700;57385715900;23390178600;57196052573;23089657900,60026298;60026298;60026298;60026298;60021859,February 2023,09218890,18079,,Journal,160,,104322,,0,,undefined,,1,2023,https://doi.org/10.1016/j.robot.2022.104322
10.13374/j.issn2095-9389.2021.09.02.001,Welding seam tracking method of welding robot oriented to three-dimensional complex welding seam,"Welding robot is widely used in many kinds and working conditions of welding production in the current machinery manufacturing industry. It plays an essential role in the machinery manufacturing industry. At the moment, in most industries, welding robots still work by teaching and payback. When the welding object or conditions change, the robot cannot make corresponding adjustments in time, which makes the welding gun deviate from the weld center, resulting in the decline of welding quality. The realization of automatic and intelligent welding is the inevitable development trend in the future. The application of machine vision in the welding field will promote the transformation of welding technology from rigid welding automation to flexible welding intelligence. Welding automation and intelligence are intended to improve the working conditions and environment, reduce labor costs, and improve product quality. Robotic welding technology is known for its great efficiency and consistent quality. A four-step welding seam tracking system is suggested based on segmented scanning, filtering, feature points extraction, and path planning. Through the laser sensor installed at the end of the welding robot, the welding seam data is continuously collected in multiple segments in a segmented scanning manner. To improve the tracking accuracy, a combined filtering method is used to correct the data to reduce the effects of burrs, data distortion, and noise on the surface of the weldment. Then the feature points are collected, and the coordinate system is calibrated in order to identify the welding points. Finally, the spatial welding path is obtained by path planning. Two-dimensional type S and three-dimensional complex welding experimental investigations are carried out. The results show that the proposed method can form a complete welding path. The average errors of the two weldments are about 0.296 mm and 0.292 mm, respectively, which are close enough to fulfill the required accuracy of 0.5 mm. It shows that the proposed tracking method is effective and can provide a reference for the research of high-precision tracking and automatic welding.",ar,2023-02-01,Gongcheng Kexue Xuebao/Chinese Journal of Engineering,3D complex welding | feature points extraction | path planning | seam tracking | segmented scanning,2-s2.0-85142686578,,,Article,Cao X.P.,60028891;60027363;113006195,Chang'an University;University of Chinese Academy of Sciences;Guangzhou Institute of Advanced Technology,Xi'an;Beijing;Guangzhou,China;China;China,6,"Cao, Xue Peng;Zhang, Gong;Yang, Gen;Wu, Yue Yu;Tao, Hao;Wang, Chuan Xi",55588118200;55887528500;57219265098;57223112596;57983496800;57982321000,60028891;113006195-60027363;113006195;113006195;113006195;60028891,February 2023,20959389,21100399145,,Journal,45,2,,310-317,0,,undefined,,0,2023,https://doi.org/10.13374/j.issn2095-9389.2021.09.02.001
10.1007/s10015-022-00826-y,Growing neural gas based navigation system in unknown terrain environment for an autonomous mobile robot,"Recently, various types of autonomous robots have been expected in many fields such as a disaster site, forest, and so on. The autonomous robots are assumed to be utilized in unknown environments. In such environments, a path planning to a target point set in the unknown area is a fundamental capability for efficiently executing tasks. To realize the 3D space perception, GNG with Different Topologies (GNG-DT) proposed in our previous work can learn the multiple topological structures with in the framework of learning algorithm. This paper proposes a GNG-DT based 3D perception method by utilizing the multiple topological structures for perceiving the 3D unknown terrain environment and a path planning method to the target point set in the unknown area. Especially, a traversability property of the robot is added to GNG-DT as a new property of the topological structures for clustering the 3D terrain environment from the 3D point cloud measured by 3D Lidar. Furthermore, this paper proposes a path planning method utilizing the multiple topological structures. Next, this paper shows several experimental results of the proposed method using simulation terrain environments for verifying the effectiveness of our proposed method. Finally, we summarize our proposed method and discuss the future direction on this research.",ar,2023-02-01,Artificial Life and Robotics,3D perception | Growing neural gas | Navigation system,2-s2.0-85141621850,,,Article,Toda Y.,60023147,Okayama University,Okayama,Japan,3,"Toda, Yuichiro;Ozasa, Koki;Matsuno, Takayuki",48462098300;57446619500;7101883099,60023147;60023147;60023147,February 2023,14335298,144653,16147456,Journal,28,1,,76-88,0,KAKEN,20K19894,Wesco Science Foundation,0,2023,https://doi.org/10.1007/s10015-022-00826-y
10.1109/TRO.2022.3200156,Distributionally Robust Risk Map for Learning-Based Motion Planning and Control: A Semidefinite Programming Approach,"In this article, we propose a novel safety specification tool, called the distributionally robust risk map (DR-risk map), for a mobile robot operating in a learning-enabled environment. Given the robot's position, the map aims to reliably assess the conditional value-at-risk (CVaR) of collision with obstacles whose movements are inferred by Gaussian process regression (GPR). Unfortunately, the inferred distribution is subject to errors, making it difficult to accurately evaluate the CVaR of collision. To overcome this challenge, our tool measures the risk under the worst-case distribution in a so-called ambiguity set that characterizes allowable distribution errors. To resolve the infinite-dimensionality issue inherent in the construction of the DR-risk map, we derive a tractable semidefinite programming formulation that provides an upper bound of the risk, exploiting techniques from modern distributionally robust optimization. As a concrete application for motion planning, a distributionally robust RRT∗ algorithm is considered using the risk map that addresses distribution errors caused by GPR. Furthermore, a motion control method is devised using the DR-risk map in a learning-based model predictive control (MPC) formulation. In particular, a neural network approximation of the risk map is proposed to reduce the computational cost in solving the MPC problem. The performance and utility of the proposed risk map are demonstrated through simulation studies that show its ability to ensure the safety of mobile robots despite learning errors.",ar,2023-02-01,IEEE Transactions on Robotics,Collision avoidance | motion control | motion planning | optimization | probability distribution | robustness,2-s2.0-85139430562,,,Article,Hakobyan A.,60120116,Automation and Systems Research Institute,Seoul,South Korea,2,"Hakobyan, Astghik;Yang, Insoon",57218660081;55662594900,60120116;60120116,1 February 2023,15523098,95101,19410468,Journal,39,1,,718-737,0,NRF,MSIT2020-0-00857,Samsung,3,2023,https://doi.org/10.1109/TRO.2022.3200156
10.1109/TRO.2022.3200138,Partially Observable Markov Decision Processes in Robotics: A Survey,"Noisy sensing, imperfect control, and environment changes are defining characteristics of many real-world robot tasks. The partially observable Markov decision process (POMDP) provides a principled mathematical framework for modeling and solving robot decision and control tasks under uncertainty. Over the last decade, it has seen many successful applications, spanning localization and navigation, search and tracking, autonomous driving, multirobot systems, manipulation, and human-robot interaction. This survey aims to bridge the gap between the development of POMDP models and algorithms at one end and application to diverse robot decision tasks at the other. It analyzes the characteristics of these tasks and connects them with the mathematical and algorithmic properties of the POMDP framework for effective modeling and solution. For practitioners, the survey provides some of the key task characteristics in deciding when and how to apply POMDPs to robot tasks successfully. For POMDP algorithm designers, the survey provides new insights into the unique challenges of applying POMDPs to robot systems and points to promising new directions for further research.",ar,2023-02-01,IEEE Transactions on Robotics,AI-based methods | autonomous agents | partially observable Markov decision process (POMDP) | planning under uncertainty | scheduling and coordination,2-s2.0-85139418219,,,Article,Lauri M.,60103653;60028229;60017161;60011226,Aalto University;Universität Hamburg;National University of Singapore;Technische Universität Darmstadt,Espoo;Hamburg;Singapore City;Darmstadt,Finland;Germany;Singapore;Germany,3,"Lauri, Mikko;Hsu, David;Pajarinen, Joni",36608159200;34569904000;25929554800,60028229;60017161;60103653-60011226,1 February 2023,15523098,95101,19410468,Journal,39,1,,21-40,0,,undefined,,1,2023,https://doi.org/10.1109/TRO.2022.3200138
10.1109/TRO.2022.3191592,Learning From Sparse Demonstrations,"In this article, we develop the method of continuous Pontryagin differentiable programming (Continuous PDP), which enables a robot to learn an objective function from a few sparsely demonstrated keyframes. The keyframes, labeled with some time stamps, are the desired task-space outputs, which a robot is expected to follow sequentially. The time stamps of the keyframes can be different from the time of the robot's actual execution. The method jointly finds an objective function and a time-warping function such that the robot's resulting trajectory sequentially follows the keyframes with minimal discrepancy loss. The Continuous PDP minimizes the discrepancy loss using projected gradient descent by efficiently solving the gradient of the robot trajectory with respect to the unknown parameters. The method is first evaluated on a simulated robot arm and then applied to a 6-DoF quadrotor to learn an objective function for motion planning in unmodeled environments. The results show the efficiency of the method, its ability to handle time misalignment between keyframes and robot execution, and the generalization of objective learning into unseen motion conditions.",ar,2023-02-01,IEEE Transactions on Robotics,Inverse optimal control (IOC) | inverse reinforcement learning (IRL) | learning from demonstrations (LfD) | motion planning | optimal control | Pontryagin differentiable programming (PDP),2-s2.0-85135763237,,,Article,Jin W.,60025209;60019578;60009254;60007363;60006297,Northrop Grumman corporation;Monash University;Purdue University;Northwestern University;University of Pennsylvania,Falls Church;Melbourne;West Lafayette;Evanston;Philadelphia,United States;Australia;United States;United States;United States,5,"Jin, Wanxin;Murphey, Todd D.;Kulic, Dana;Ezer, Neta;Mou, Shaoshuai",56028119700;6701823092;10244652900;24331325800;37057661700,60006297;60007363;60019578;60025209;60009254,1 February 2023,15523098,95101,19410468,Journal,39,1,,645-664,0,,undefined,,0,2023,https://doi.org/10.1109/TRO.2022.3191592
10.1109/TRO.2022.3197106,Multitask Learning for Scalable and Dense Multilayer Bayesian Map Inference,"In this article, we present a novel and flexible multitask multilayer Bayesian mapping framework with readily extendable attribute layers. The proposed framework goes beyond modern metric-semantic maps to provide even richer environmental information for robots in a single mapping formalism while exploiting intralayer and interlayer correlations. It removes the need for a robot to access and process information from many separate maps when performing a complex task, advancing the way robots interact with their environments. To this end, we design a multitask deep neural network with attention mechanisms as our front-end to provide heterogeneous observations for multiple map layers simultaneously. Our back-end runs a scalable closed-form Bayesian inference with only logarithmic time complexity. We apply the framework to build a dense robotic map, including metric-semantic occupancy and traversability layers. Traversability ground truth labels are automatically generated from exteroceptive sensory data in a self-supervised manner. We present extensive experimental results on publicly available datasets and data collected by a three-dimensional bipedal robot platform and show reliable mapping performance in different environments. Finally, we also discuss how the current framework can be extended to incorporate more information, such as friction, signal strength, temperature, and physical quantity concentration using Gaussian map layers. The software for reproducing the presented results or running on customized data is made publicly available.",ar,2023-02-01,IEEE Transactions on Robotics,Bayesian inference | continuous mapping | mutlitask learning | robot sensing systems | semantic scene understanding | traversability estimation,2-s2.0-85134716586,,,Article,Gan L.,60032144;60025778;60013682,"Korea Advanced Institute of Science and Technology;University of Michigan, Ann Arbor;Seoul National University",Daejeon;Ann Arbor;Seoul,South Korea;United States;South Korea,7,"Gan, Lu;Kim, Youngji;Grizzle, Jessy W.;Walls, Jeffrey M.;Kim, Ayoung;Eustice, Ryan M.;Ghaffari, Maani",57207826699;57188745278;35509300900;54893328600;57926222100;6506753451;35811862200,60025778;60032144;60025778;;60013682;60025778;60025778,1 February 2023,15523098,95101,19410468,Journal,39,1,,699-717,0,,undefined,,1,2023,https://doi.org/10.1109/TRO.2022.3197106
10.1017/S0263574722001357,Navigation for multi-humanoid using MFO-aided reinforcement learning approach,"The given article emphasizes the development and modeling of a hybrid navigational controller to optimize the path length and time taken. The proposed navigational controller is developed by hybridizing the metaheuristic moth-flame optimization (MFO) approach and the reinforcement learning (RL) approach. Input parameters like obstacle and target locations are fed to the MFO controller that implements a proper navigational direction selection. It forwards to the RL controller, which exercises further refinement of the output turning angle around obstacles. The collaboration of the global MFO approach with the local-based RL approach helps to optimize the path traversed by the humanoid robot in an unknown environment. The major breakthrough in this article is the utilization of humanoid robots for navigation purposes between various checkpoints. The humanoid robots are placed in a cluttered environment and assigned specific target positions to complete the assigned tasks. In the case of a multi-humanoid robot system, to avoid self-collision, it requires a Petri-Net controller to be configured in the navigation system to prevent deadlock situations and enhance the smooth completion of tasks without inter-collision among the humanoid robots. Simulations and real-time experiments are undertaken using different controllers involving single- and multi-humanoid robot systems. The robustness of the proposed controller is also validated in dynamic environment. Comparisons are carried with an established navigational controller in a similar environmental setup, which proves the proposed hybrid controller to be robust and efficient.",ar,2023-01-30,Robotica,humanoid robot | moth-flame optimization | path planning | Petri-Net controller | reinforcement learning approach,2-s2.0-85144410216,S0263574722001357,,Article,Kashyap A.K.,60230428;60000934,"MIT Art, Design and Technology University;National Institute of Technology Rourkela",Pune;Rourkela,India;India,3,"Kashyap, Abhishek Kumar;Parhi, Dayal R.;Kumar, Vikas",57208783370;6603245659;56969784300,60000934-60230428;60000934;60000934,30 January 2023,02635747,18078,14698668,Journal,41,1,,346-369,0,,undefined,,0,2023,https://doi.org/10.1017/S0263574722001357
10.3389/feduc.2022.757627,Investigating the effects of gender and scaffolding in developing preschool children’s computational thinking during problem-solving with Bee-Bots,"The research community has embraced computational thinking as an essential skill to develop in school and academic settings. Many researchers argue that computational thinking should be developed in the context of programming and robotic activities in all educational levels of education, starting from early childhood education. However, the factors related to developing computational thinking in preschool education are still under study. Furthermore, not too many empirical investigations provide evidence about the development of computational thinking in young children. The present study examined the effects of scaffolding and gender in developing young children’s sequencing and decomposition skills - two of the five skills that constitute computational thinking. The results indicated statistically significant effects about the type of scaffolding on children’s computational thinking in favor of the children assigned to the experimental groups. Lastly, boys outperformed girls on all occasions, indicating that gender effects exist. The authors conclude that researchers need to design teaching interventions in such a way so they have mathemagenic outcomes for all learners irrespective of gender. Finally, the authors conclude with implications and future research directions.",ar,2023-01-17,Frontiers in Education,computational thinking | gender | robotics | scaffolding tools | young children,2-s2.0-85147007033,,,Article,Angeli C.,60071343,University of Cyprus,Nicosia,Cyprus,2,"Angeli, Charoula;Georgiou, Kyriakoula",7005219325;56511782800,60071343;60071343,17 January 2023,,21100935978,2504284X,Journal,7,,757627,,1,,undefined,,1,2023,https://doi.org/10.3389/feduc.2022.757627
10.2316/J.2023.206-0810,VISUAL SERVOING IN VIRTUALISED ENVIRONMENTS BASED ON OPTICAL FLOW LEARNING AND CONSTRAINED OPTIMISATION,"In this paper, we describe a visual servoing method for object picking. We propose a new architecture for generating robotic manipulator motions approaching a target object for grasping. The architecture consists of two convolutional neural networks (CNNs), one generating goal-directed motion and one collision avoidance motion. The networks’ outputs are combined, along with additional constraints, such as motion ranges of the joints, by means of quadratic programming (QP). One issue with learning-based approaches is that large amounts of training data are required. We devise an operation strategy that reduces the amount of training data required using a physics simulator. This method enables visual servoing that is unaffected by texture and colour variation in real environments. We show the effectiveness of the proposed method in experiments using simple shapes as target objects.",ar,2023-01-01,International Journal of Robotics and Automation,neural network | virtual environment | Visual servoing,2-s2.0-85171200681,,,Article,Iwasaki T.,60031955,Shinshu University,Matsumoto,Japan,3,"Iwasaki, Takuya;Arnold, Solvi;Yamazaki, Kimitoshi",58283545100;36023189800;7402217404,60031955;60031955;60031955,2023,08268185,25482,,Journal,38,10,,1-10,1,,undefined,,0,2023,https://doi.org/10.2316/J.2023.206-0810
10.1007/s11277-023-10722-8,Unification of K-Nearest Neighbor (KNN) with Distance Aware Algorithm for Intrusion Detection in Evolving Networks Like IoT,"The Internet of Things and cyber physical systems are emerging networks that enable several additional layers of services to improve various facets of human life. The risk of network intrusions also rises as a result of these additional connected vulnerabilities. One method for detecting attacks and anomalies in the network is the intrusion detection system (IDS). But an efficient IDS is defined by two characteristics i.e., computational efficiency and classification efficiency with less false alarm rates, which can be achieved by preprocessing network traffic and identification of essential features. A k-nearest neighbor-(KNN) algorithm was used prominently in the development of network IDS due to its better detection rates. But it is very challenging to pick up an appropriate K-value for KNN and especially, when the data classes are imbalanced. Additionally, KNN is a lazy classifier since it does not learn a discriminative function from the training samples instead it memorizes them. This paper focuses on improving existing KNN classifier to achieve classification efficiency and speed in the execution of intrusion detection process. An improvement in shallow KNN is proposed by arranging the attributes of the data in a way that the sample data that is pertinent to distance computation, followed by quantification, and indexing nearest neighbors of the data block. The design and development of the proposed modified KNN driven IDS is carried out using python programming language executed on Anaconda distribution. The validation and effectiveness of the proposed work is done against benchmarked NSL-KDD dataset. The results shows that the proposed KNN++ are higher than classical KNN by 5.33%, LR by 28.17%, GNB by 72.67%, and SVM by 20.21%, in terms of F1 score.",ar,2023-01-01,Wireless Personal Communications,Cyber physical system | Internet of Things (IoT) | Intrusion detection | k-Nearest neighbor | Machine learning | Security attacks,2-s2.0-85170569703,,,Article,Lakshminarayana S.K.,60114052,REVA University,Bengaluru,India,2,"Lakshminarayana, S. K.;Basarkod, P. I.",56432680900;55810911700,60114052;60114052,2023,09296212,20725,1572834X,Journal,,,,,0,,undefined,,0,2023,https://doi.org/10.1007/s11277-023-10722-8
