:INCLUDE?,:doi,:title,:description,:subtype,:coverDate,:publicationName,:authkeywords,:eid,:pii,:pubmed_id,:subtypeDescription,:creator,:afid,:affilname,:affiliation_city,:affiliation_country,:author_count,:author_names,:author_ids,:author_afids,:coverDisplayDate,:issn,:source_id,:eIssn,:aggregationType,:volume,:issueIdentifier,:article_number,:pageRange,:openaccess,:fund_acr,:fund_no,:fund_sponsor,:citedby_count,:YEAR,:URL,:FULL_ARTICLE,:NOTES,:HERRAMIENTAS,:EDADES_OBJETIVO,:PORTABILIDAD_HW,:TIPO_PAPER,:CUSTOM_TOOL?,:TIPO_DE_LENGUAJE,:CONCURRENCY?,:LIVENESS?,:DEBUGGING?,:MONITORING?,:AUTONOMY?
SI,10.1002/cae.22184,Robotic system education for young children by collaborative-project-based learning,"This paper presents the fusion of project-based learning (PBL) and collaborative learning (CL) cohesively, coordinated with sensors and Bluetooth advancements, open-source programming, and open-source equipment devices, in a specific microcontroller and installed frameworks designing apply autonomy course for the elementary learners. The major purpose of this study is to evaluate the significance of integrating PBL and CL. The course creates capacities and abilities in critical thinking, problem-solving, independent learning, collaboration, and specialized technical information. Since PBL alone does not guarantee profoundly talented cooperation, it was supplemented with CL. This structure coordinated course substance and understudy pragmatic accomplishment in a reenacted learning environment. The understudies built a line following and Bluetooth-controlled robots by actualizing control programming on the “Arduino” open-source platform, just as utilizing remote interchanges as Arduino offers an instinctive advancement condition and different equipment and programming resources that permit quick improvement of microcontroller-based ventures. The basic findings of this study work reveal that teaching, learning, and student assessment processes can be improved by using PBL when integrated with CL. The research successfully extends onto another group of learners for preparing similar gadgets under different timelines. In addition, this paper also discusses upon the problem identification, selection of the equipment, circuit design, hardware mounting, and critical analysis of the results acquired from the course through the personal learning experience of the teachers as well as in the form of feedback from the two groups of young learners.",ar,2020-01-01,Computer Applications in Engineering Education,cognitive development | collaborative learning (CL) | integrated learning | open-source platform | project-based learning (PBL) | robotics,2-s2.0-85075951428,,,Article,Jawaid I.,60121158;60105168;60103839,University of Education;COMSATS Institute of Information Technology Lahore;University of Central Punjab,Lahore;Lahore;Lahore,Pakistan;Pakistan;Pakistan,6,"Jawaid, Iqra;Javed, Muhammad Yaqoob;Jaffery, Mujtaba H.;Akram, Aftab;Safder, Umair;Hassan, Sarmad",57191953662;57189049928;55776160200;55080293500;57212103101;57204650056,60103839;60105168;60105168;60121158;60105168;60105168,1 January 2020,10613773,18156,10990542,Journal,28,1,,178-192,0,,undefined,,9,2020,https://onlinelibrary.wiley.com/doi/10.1002/cae.22184,https://drive.google.com/file/d/1EKm7jlBkwSjLzRR_BbFFmTapbBOe9Dji/view?usp=sharing,"""The purpose of this study is to present an instructional design framework based on PBL and CL""
""This paper also presents the hardware and software‐ based PBL methodologies to teach robotics courses to primary level learners using open‐source hardware and software tools.""",Arduino C,entre 10 y 18,Arduino (no especifican qué version),"Propuesta de curso.
Experiencia con alumnos",No,Textual,"No.
No lo mencionan","No.
No lo mencionan","No.
No lo mencionan","No.
No lo mencionan","Sí.
No lo mencionan"
SI,10.3390/electronics10243056,Hydra: Introducing a low-cost framework for stem education using open tools,"STEM education is of paramount importance, especially in the lower levels of education, and it has been proven beneficial for students in many ways. Although there are various tools available, there are significant drawbacks mainly related to the cost and the ease of use. In this study, we introduce a new low-cost educational framework oriented toward elementary and secondary educational needs. The proposed system exploits open tools and low-cost devices. The system’s core is based on the popular Arduino microcontroller, a low-cost device supported by a large community. The overall system was designed and developed, providing an expandable, modular system of low complexity suitable for students with no or low prior knowledge in related subjects, among others, to programming, embedded devices, sensors and actuators, as well as robotics. Our scope was to provide a system with a small learning curve. Practically, this makes it possible in a short amount of time for the students to perform appealing yet straightforward tasks which will boost their selfconfidence and creativity, improve their technical skills and simultaneously provide a system with several capabilities usable in different kinds of projects. The introduced system was tested through a preliminary study using flow theory in a team of 68 students of the three last grades in an elementary school in Greece.",ar,2021-12-01,Electronics (Switzerland),Arduino | Petri Nets | STEM educational tool,2-s2.0-85120797336,,,Article,Tsalmpouris G.,60113886;60032307;60022461;60001524,Neapolis University Pafos;Hellenic Mediterranean University;Technical University of Crete;University of Crete,Paphos;Heraklion;Chania;Rethymnon,Cyprus;Greece;Greece;Greece,5,"Tsalmpouris, Georgios;Tsinarakis, George;Gertsakis, Nikolaos;Chatzichristofis, Savvas A.;Doitsidis, Lefteris",57366340500;6507651255;57214316178;24337339000;6507412220,60032307;60022461;60001524;60113886;60022461,December-2 2021,,21100829272,20799292,Journal,10,24,3056,,1,,undefined,,0,2021,https://www.mdpi.com/2079-9292/10/24/3056,https://drive.google.com/file/d/1acT_R4jpWta55hAsgiRGDsp6tAMMXZS3/view?usp=sharing,"Presentan un framework de bajo costo llamado Hydra, que se basa en una extensión del Arduino MEGA y del lenguaje Ardublockly.

Por lo que vi de las fotos usan Ardublockly (modificado con sus propios bloques?)
Sería interesante en el análisis ver cuántos proyectos desarrollan su propio lenguaje, cuántos usan uno ya existente sin modificar y cuántos adaptan uno existente

Después hacen algo con Petri nets que no entendí bien.

""We decided to perform a preliminary pilot study in primary education to identify the feasibility of our proposed approach""",Ardublockly (+ bloques específicos para los módulos de Hydra),"El objetivo de la herramienta son chicos entre 9 y 15 años.
Pero la prueba piloto la hicieron con un grupo de entre 9 y 12.",Hydra modules (based on Arduino MEGA 2560),"Propuesta de herramienta educativa (placa de bajo costo + lenguaje visual).
Experiencia con alumnos.","Sí.
Extendieron Ardublockly con bloques propios (pero sigue siendo ardublockly)",Visual (bloques),"No.
No lo mencionan.","No.
No lo mencionan","No.
No lo mencionan.","No.
No lo mencionan","Sí.
No lo mencionan"
SI,10.1007/s10758-021-09508-3,Learning Newtonian Physics through Programming Robot Experiments,"Novel technology has been applied to improve students’ learning abilities in different disciplines. The research in this field is still finding suitable methodologies, tools, and evaluation mechanisms to devise learning frameworks with high impact on students’ performance. This article describes an instructional method to perform Newtonian physics experiments by programming a mobile robot. Such experiments allow the learners to design, implement and visualize physics concepts, thus using the robot as a cognitive tool or mindtool. An accurate assessment of the students learning gain, involving 29 high-school students, shows that the proposed method provided significant improvements in the students understanding of the first Newton’s law, the second Newton law and the superposition principle. The learning gain has been measured through the Force Concept Inventory questionnaire. From this study, we can state that programming a mobile robot to perform physics experiments can improve knowledge about Newtonian physics, even without giving specific lectures in the subject and with a much shorter lecture plan with respect to traditional lectures.",ar,2021-12-01,"Technology, Knowledge and Learning",,2-s2.0-85103041796,,,Article,Ferrarelli P.,60032350,Sapienza Università di Roma,Rome,Italy,2,"Ferrarelli, Paola;Iocchi, Luca",57195639687;6602922345,60032350;60032350,December 2021,22111662,19700200832,22111670,Journal,26,4,,789-824,1,NSF,undefined,National Science Foundation,0,2021,https://link.springer.com/article/10.1007%2Fs10758-021-09508-3,https://drive.google.com/file/d/1UILfyfjCr_YnHJ2duXLmaddQ_9KDFIe9/view?usp=sharing,"Por lo visto usaron un robot simil Mendieta, pero con un Arduino más poderoso:
MARRtino mobile robot (a box chassis made of Plexiglas, two motors with encoders, an Arduino Mega 2560 running the frmware to control the motors, a Motor Shield to drive the two motors, a 12V battery, a LED display to show the battery voltage, a switch to turn on/of the robot, a charger, and a Raspberry Pi to run high-level programs)

Ugh... usan ROS.

""high-level user-friendly graphical user interface""

Pueden correr los programas en el robot real o en un simulador, interesante.

""Once ROS nodes and services are started, the robot can be programmed in diferent ways through high-level commands that activate specifc behaviors of the robot. Table 1 summarizes such high-level commands in Python style. (...) The programming experience was made more user-friendly using Blockly""

","Lenguaje propio (blockly)
Python","""high school students""
""15–19 years old""",Arduino MEGA 2560 + Raspberry Pi,Experimento con alumnos usando un robot y herramientas custom,"Sí.
Usaron blockly para generar código python que después se ejecuta en el robot","Visual (bloques)
Textual (python)","No.
No lo mencionan, pero el lenguaje visual no parece tener ninguna funcionalidad del estilo","No.
No lo mencionan, pero por la GUI parece que hay un botón para correr el código y para parar la ejecución","No.
No lo mencionan. Supongo que si están ejecutando python lo podrían debuggear pero la herramienta gráfica no tiene nada del estilo","No.
No lo mencionan. En la captura de pantalla de la GUI no se ve nada que permita inspeccionar o visualizar variables/sensores.","Sí.
No lo mencionan pero a juzgar por el hardware del robot seguro que puede funcionar de forma autónoma."
SI,10.1111/jcal.12570,Comparing learning ecologies of primary graphical programming: create or fix?,"In the last few years, programming, computational thinking, and robotics are more frequently integrated into elementary education. This integration can be done in many different ways. However, it is still unclear which teaching methods work in which situations. To provide some clarity in this area, we compared two methods of integrating programming into a primary robotics workshop for learners aged ten to twelve. In one method, students create programs from scratch; in the other, they start with a faulty program they have to fix. These teaching methods were evaluated using the framework of learning ecology, which provides a holistic framework for assessing complex learning environments. We identified different indicators of learning ecology and assessed our workshops using a mixed-methods approach. Our results showed no difference between the groups on the intrinsic dimension of a learning ecology. However, on the experiential dimension, the learners in the create group scored better on all tests. Our results show the value of a multidimensional assessment of learning ecology to understand different teaching techniques. Additionally, the results provide us with important insights on how to integrate programming into a primary robotics curriculum enabling teachers to select better methods for teaching computing in their classroom.",ar,2021-10-01,Journal of Computer Assisted Learning,computational thinking | emotion | learning ecology | programming,2-s2.0-85106655051,,,Article,Neutens T.,60033316,Universiteit Gent,Ghent,Belgium,4,"Neutens, Tom;Barbion, Evelien;Coolsaet, Kris;wyffels, Francis",57191870089;57223964394;8927749700;25822742900,60033316;60033316;60033316;60033316,October 2021,2664909,26183,13652729,Journal,37,5,,1296-1311,0,,undefined,,0,2021,https://onlinelibrary.wiley.com/doi/10.1111/jcal.12570,https://drive.google.com/file/d/1LJ8E1F2M-FiB_QQuKVyftYX2l0ydT8lX/view?usp=sharing,"Revisar... no sé si menciona una herramienta concreta

Interesante lo que mencionan de la ventaja de haber creado una herramienta propia: ¡que podés modificarla para loguear todas las interacciones del usuario con la herramienta! Esto lo podemos usar en nuestro experimento de usabilidad para sacar alguna medición (hay que ver si es una medición útil, por otro lado)
""The final measure we used is the interactions learners had with the programming environment. Since we created the programming environment ourselves, we were able to log all interactions learners had with the environment. We performed a quantitative analysis of these interactions by counting how many times each of the following interactions occurred: total number of code changes, number of programs containing a conditional statement, number of programs containing a loop statement, number of programs containing a wait instruction. This logging data gives us more insight into the actions learners take and how they use the available resources resulting in more information about the experiential dimension of a learning ecology.""

Interesante que agregaron un simulador y el debugger. El simulador es bastante pedorro, similar al de micro:bit que te muestra una representación gráfica de la placa y podés ejecutar el código y ver cómo cambia el estado.

El experimento trata de ver si hay diferencias entre actividades donde los piben tienen que programar todo desde cero vs el programa está incompleto (o mal) y ellos lo tienen que terminar. Conclusiones:
""Overall, our study has shown that integrating programming into a realistic primary robotics workshop is best done using the create method. It gives learners the freedom to explore different programming concepts at their own pace. This gives them more insight into the programming concepts and shows the value of concepts like iteration, which facilitates the learning process. This method takes a more gentle approach when introducing programming resulting in a more pleasant learning process with less negative emotions and more engagement. This pleasant learning experience also results in better test scores""",Herramienta personalizada (basada en Blockly),entre 10 y 12,"A custom-designed Arduino-based microcontroller board with a LCD-screen, 9 LED, a buzzer, five buttons, and a built in motor driver to control different types of motors",Experimento con alumnos,"Sí.
""A tailor-made open-source graphical programming environment based on Google Blockly,2 which includes a robotic simulator and debugger""
""The most important extension is the simulator view. This view provides the learners with a simulated environment in which they can test their code""",Visual (bloques),No lo mencionan,"No.
No lo mencionan","Más o menos.
Mencionan step by step debugging pero me parece que es sólo en el simulador...","No.
Excepto por el simulador, no parece que tengan feedback del robot real","Sí.
Mencionan que pueden uploadear el programa al microcontrolador"
SI,10.3390/s21186243,The data sensor hub (Dash): A physical computing system to support middle school inquiry science instruction,"This article describes a sensor-based physical computing system, called the Data Sensor Hub (DaSH), which enables students to process, analyze, and display data streams collected using a variety of sensors. The system is built around the portable and affordable BBC micro:bit microcontroller (expanded with the gator:bit), which students program using a visual, cloud-based programming environment intended for novices. Students connect a variety of sensors (measuring temperature, humidity, carbon dioxide, sound, acceleration, magnetism, etc.) and write programs to analyze and visualize the collected sensor data streams. The article also describes two instructional units intended for middle grade science classes that use this sensor-based system. These inquiry-oriented units engage students in designing the system to collect data from the world around them to investigate scientific phenomena of interest. The units are designed to help students develop the ability to meaningfully integrate computing as they engage in place-based learning activities while using tools that more closely approximate the practices of contemporary scientists as well as other STEM workers. Finally, the article articulates how the DaSH and units have elicited different kinds of teacher practices using student drawn modeling activities, facilitating debugging practices, and developing place-based science practices.",ar,2021-09-01,Sensors,Inquiry science education | Programmable sensors in education | Sensor use in education,2-s2.0-85115046074,,34577450,Article,Gendreau Chakarov A.,60031706;60015609;60000221,Utah State University;San Jose State University;University of Colorado Boulder,Logan;San Jose;Boulder,United States;United States;United States,4,"Gendreau Chakarov, Alexandra;Biddy, Quentin;Hennessy Elliott, Colin;Recker, Mimi",57208306482;57215850015;57190813463;6603456885,60015609;60000221;60031706;60031706,September 2021,14248220,130124,,Journal,21,18,6243,,1,NSF,1742046,National Science Foundation,0,2021,https://www.mdpi.com/1424-8220/21/18/6243,https://drive.google.com/file/d/1AZJfSXAZPtXuskwGoGgFuo-NpqJUgUok/view?usp=sharing,"""The purpose of this article is to describe a sensor-based physical computing system, called the Data Sensor Hub (DaSH), which integrates low-cost, portable, and easily programmable technologies to support students in engaging in a range of science inquiry activities""",MakeCode,"""middle school science classroom""",BBC micro:bit microcontroller expanded with the gator:bit),"Describe una herramienta para physical computing.
También describe los resultados de llevar a cabo experiencias con alumnos",No,"Híbrido (bloques / js y python).
En la propuesta mencionan que se basan en los bloques pero que la ventaja de MakeCode es que los pibes pueden después pasar a programar en Javascript o Python",No mencionan,"Otro paper que destaca como el proceso de bajar el programa al micro:bit es una cagada:
""Students have to download the file from MakeCode to their laptop and then transfer it to the micro:bit. Students are unfamiliar with this process and cannot easily tell if the process was completed correctly.""",No mencionan,Mencionan el uso de la placa como un data logger,No mencionan (excepto el tema de que bajar el programa copiando el archivo puede ser problemático para algunos pibes)
SI,10.3390/educsci11090518,Fostering computational thinking skills: A didactic proposal for elementary school grades,"There is a growing presence of technology in the daily lives of elementary school students, with a recent exponential rise due to the constraints of remote teaching during the COVID-19 pandemic. It is important to understand how the education system can contribute to helping students develop the required skills for technological careers, without neglecting its obligation to create conditions that allow them to acquire transversal skills and to enable them to exercise full citizenship. The integration of Educational Robotics and block programming activities in collaborative learning environments promotes the development of computational thinking and other ICT skills, as well as critical thinking, social skills, and problem solving. This paper presents a theoretical proposal of a didactic sequence for the introduction to educational robotics and programming with Scratch Jr. It is composed of three learning scenarios, designed for elementary school teaching. Its main goal is to create conditions that favour the development of computational thinking in a collaborative learning environment. With increasing complexity and degree of difficulty, all the tasks root from a common problem: How can we create an algorithm that programs the robot/sprite to reach a predetermined position?.",ar,2021-09-01,Education Sciences,Collaborative learning | Computational thinking | Educational robotics | Elementary school | Scratch Jr,2-s2.0-85114844450,,,Article,Silva R.,60170534;60027072;60017375;60014519,Centro de Investigação Didática e Tecnologia na Formação de Formadores (CIDTFF);Instituto Politcnico de Coimbra;Instituto de Telecomunicacoes;University of Trás-os-Montes and Alto Douro,Aveiro;Coimbra;Lisboa;Vila Real,Portugal;Portugal;Portugal;Portugal,4,"Silva, Ricardo;Fonseca, Benjamim;Costa, Cecília;Martins, Fernando",57224874712;34968950600;7201473794;57217191490,60014519-60170534-60027072;60014519;60014519-60170534;60027072-60017375,September 2021,,21100897500,22277102,Journal,11,9,518,,1,FCT,2020.06821,Fundação para a Ciência e a Tecnologia,0,2021,https://www.mdpi.com/2227-7102/11/9/518,https://drive.google.com/file/d/1P1BLM8itAxVL0YXOl7IWIePmOVQaZ2EV/view?usp=sharing,"""This paper presents a theoretical proposal of a didactic sequence for the introduction to educational robotics and programming with Scratch Jr""","Usan ScratchJr y el Robot DOC, pero por lo que entendí en la secuencia didáctica ScratchJr sólo lo usan para mover un sprite en pantalla (no para programar el robot).
Y el robot DOC es tipo BeeBot así que no tiene un lenguaje aparte","""elementary school teaching""",DOC robot by Clementoni,Propuesta de secuencia didáctica,No,Tipo beebot,No mencionan,No mencionan,No mencionan,No mencionan,No mencionan
SI,10.1016/j.compedu.2021.104222,Learning to code and the acquisition of computational thinking by young children,"This longitudinal study examined changes in Computational Thinking (CT) skills in first and second grade students exposed to a developmentally appropriate coding curriculum. The “Coding as Another Language” (CAL) curriculum spans seven weeks and uses the KIBO robot to engage students in learning that integrates programming and literacy concepts. We compared children receiving CAL (N = 667) to a control group (N = 181) who participated in typical classroom activities without coding (No-CAL). TechCheck, a validated “unplugged” CT assessment suitable for young children regardless of their coding experience, was used to measure CT. Over the course of the study, children who received CAL-KIBO improved on TechCheck (Mchange = 0.94, p < .001) whereas the No-CAL group did not change significantly (Mchange = 0.27, p = .07). Accounting for demographic factors, baseline performance and classroom (teacher) effects, CAL exposure was a significant predictor of post-test CT scores (p < .01). Improvements in CT measured by TechCheck over seven weeks of the CAL-KIBO curriculum were consistent with approximately six months of development without coding instruction. Secondary analysis stratified by grade revealed decisive evidence that CAL exposure improved scores in first grade and anecdotal evidence that second grade scores improved. The CT domains that showed improvement in children who received CAL-KIBO included algorithms, modularity, and representation. Young children who learned to code improved in solving unplugged problems that were not explicitly taught in the coding curriculum. This provides evidence that a developmentally appropriate curriculum for teaching young children to code can accelerate their acquisition of CT skills.",ar,2021-08-01,Computers and Education,Coding | Computational thinking | Curriculum | Early childhood education | Unplugged assessment,2-s2.0-85104914388,S0360131521000993,,Article,Relkin E.,60023143,Tufts University,Medford,United States,3,"Relkin, E.;de Ruiter, L. E.;Bers, M. U.",57202532295;57217890756;57203655429,60023143;60023143;60023143,August 2021,3601315,17645,,Journal,169,,104222,,0,CAL,undefined,"College of Arts and Letters, San Diego State University",6,2021,https://www.sciencedirect.com/science/article/abs/pii/S0360131521000993?via%3Dihub,https://drive.google.com/file/d/1F54VQeNbY4pF2a8mdGv_FN79y-aE7vnP/view?usp=sharing,"Interesante. Compara la efectividad de aprender programación de forma ""unplugged""",KIBO blocks,"""children between ages 5 and 9 (first and second grade)""",KIBO robot,Experiencia con alumnos,No,Tangible,No mencionan,No mencionan,No mencionan,No mencionan,No mencionan
SI,10.1109/RITA.2021.3089919,Robotics as a Tool to Awaken Interest in Engineering and Computing among Children and Young People,"Training is critical on engineering and technology disciplines, and it must be used to encourage today's children and youngsters to become the engineers and scientists of the future. For this reason, the Techno Museum Project carried out a series of workshops that used robotics as a motivational item to bring electronics and programming closer to children from 6 to 18 years. These topics are, a priori, commonly considered complex. The effects of these experiences on engineering and science understanding were analyzed. This work presents those analyses, which prove that learning scenarios based on the use of robotic equipment increases the motivation and curiosity of children and young people towards the use of new technologies. Motivation promotes their will to understand engineering and science. The paper shows the processes carried out by the Techno Museum Project. As for the results, a set of questions was asked to each of the participants in the experience. We will conclude that the use of mechatronics and robotics on education is a powerful motivational tool to enhance the interests of children and young people with minimal training on science and engineering.",ar,2021-05-01,Revista Iberoamericana de Tecnologias del Aprendizaje,Educational activities | Interactive systems | Robot control | Robot programming,2-s2.0-85112682853,,,Article,Carro G.,60028711,Universidad Nacional de Educacion a Distancia,Madrid,Spain,3,"Carro, German;Sancristobal, Elio;Plaza, Pedro",36245883600;6508164379;57191608645,60028711;60028711;60028711,May 2021,,19700201532,19328540,Journal,16,2,9459195,204-212,0,IEEE,P2018/TCS-4307,IEEE Foundation,0,2021,https://ieeexplore.ieee.org/document/9459195,https://drive.google.com/file/d/1mt6nPaRMmp9NLKKW0Kr4mb_wrkeF2bWr/view?usp=sharing,"Describen unos workshops que hicieron de robótica.
Usaron un robot autito basado en un Arduino UNO con un puente H",Arduino IDE,entre 6 y 18,Arduino UNO,Experiencia con alumnos,"Más o menos.
Hicieron librerías personalizadas para facilitar la programación, en español y con instrucciones específicas del robot.",Textual (C/C++),No lo mencionan,No lo mencionan,No lo mencionan,No lo mencionan,No lo mencionan
SI,10.1111/bjet.13079,Debugging by design: A constructionist approach to high school students' crafting and coding of electronic textiles as failure artefacts,"Much attention in constructionism has focused on designing tools and activities that support learners in designing fully finished and functional applications and artefacts to be shared with others. But helping students learn to debug their applications often takes on a surprisingly more instructionist stance by giving them checklists, teaching them strategies or providing them with test programmes. The idea of designing bugs for learning—or debugging by design—makes learners agents of their own learning and, more importantly, of making and solving mistakes. In this paper, we report on our implementation of ‘Debugging by Design’ activities in a high school classroom over a period of 8 hours as part of an electronic textiles unit. Students were tasked to craft the electronic textile artefacts with problems or bugs for their peers to solve. Drawing on observations and interviews, we answer the following research questions: (1) How did students participate in making bugs for others? (2) What did students gain from designing and solving bugs for others? In the discussion, we address the opportunities and challenges that designing personally and socially meaningful failure artefacts provides for becoming objects-to-think-with and objects-to-share-with in student learning and promoting new directions in constructionism.",ar,2021-05-01,British Journal of Educational Technology,,2-s2.0-85103972190,,,Article,Fields D.A.,,Utah State University,Logan,United States,,,,,May 2021,71013,23988,14678535,Journal,52,3,,1078-1092,0,,,,7,2021,https://bera-journals.onlinelibrary.wiley.com/doi/10.1111/bjet.13079,https://drive.google.com/file/d/16WnYSCv_yV4EcO-zZOz9NJU1V1QX48Vd/view?usp=share_link,"Este paper habría que revisarlo porque puede servir en la parte en la que justifico ""debugging"" como un principio de diseño",Arduino C,entre 14 y 15,Arduino LilyPad,Experiencia con alumnos,No,Textual,,,,,
SI,10.1007/s10798-019-09559-9,The influence of SRA programming on algorithmic thinking and self-efficacy using Lego robotics in two types of instruction,"This study investigates the development of algorithmic thinking as a part of computational thinking skills and self-efficacy of primary school pupils using programmable robots in different instruction variants. Computational thinking is defined in the context of twenty-first century skills and describes processes involved in (re)formulating a problem in a way that a computer can process it. Programming robots offers specific affordances as it can be used to develop programs following a Sense-Reason-Act (SRA) cycle. The literature provides evidence that programming robots has the potential to enhance algorithmic thinking as a component of computational thinking. Specifically there are indications that pupils who use SRA-programming learn algorithmic skills better and achieve a higher level of self-efficacy in an open, scaffold learning environment than through direct instruction. In order to determine the influence of the instruction variant used, an experimental research design was made in which pupils solved algorithm-based mathematical problems (grid diagrams) in a preliminary measurement and their self-efficacy determined via a questionnaire. As an intervention, pupils learn to solve programming issues in pairs using “Lego NXT” robots and “Mindstorms” software in two instruction variants. The post-measurement consists of a Lego challenge, solving mathematical problems (grid diagrams), and a repeated self-efficacy questionnaire. This research shows an increase of our measures on algorithmic thinking dependent on the amount of SRA usage (though not significant). Programming using the SRA-cycle can be considered as the cause of the measured effect. The instruction variant used during the robotic intervention seems to play only a marginal role.",ar,2021-04-01,International Journal of Technology and Design Education,Computational thinking | Mathematics | Programming | Robotics | Self-efficacy | Sense-reason-act,2-s2.0-85077144907,,,Article,Fanchamps N.L.J.A.,60085415;60024360;60006288;121501807,Hogeschool Zuyd;Open Universiteit;Delft University of Technology;Fontys University of Applied Science for Teacher Education Sittard,Heerlen;Heerlen;Delft;Sittard,Netherlands;Netherlands;Netherlands;Netherlands,4,"Fanchamps, Nardie L.J.A.;Slangen, Lou;Hennissen, Paul;Specht, Marcus",24400992500;9335098900;23567924700;7005896068,121501807-60024360;121501807;60085415;60024360-60006288,April 2021,9577572,21389,15731804,Journal,31,2,,203-222,1,NRPO-SIA,NWO/Subsidie KIEM.21V01.004,Nationaal Regieorgaan Praktijkgericht Onderzoek SIA,4,2021,https://link.springer.com/article/10.1007%2Fs10798-019-09559-9,https://drive.google.com/file/d/1w5Pjp4aDVxN1hMuoUryRChva7CqGXlOL/view?usp=sharing,"Revisar porque no sé si menciona una herramienta de programación concreta (dicen que usaron LEGO).
Tampoco sé bién qué es SRA (sense-reason-act) cycle...

""Visually oriented programming environments such as Scratch and Lego Mindstorms are
very suitable for use in primary education (Korkmaz 2018). No complicated text based
code language needs to be learned and the user can drag and drop programmable blocks in
the right order (Weintrop and Wilensky 2015). Visual programming environments are also
ideally suited to control tangible objects such as robots (Sapounidis et al. 2015).""

Listo, adentro","Mindstorms software (NXT-G, supongo)
Mencionan también Scratch pero no creo que lo hayan usado...","""pupils from grade 5 and grade 6 or a primary school in the south of the Netherlands""",Lego NXT,Experiencia con alumnos,No,Visual (bloques),"Mencionan que, a pesar de haber visto paralelismo, los alumnos tienden a recurrir a instrucciones secuenciales en vez de aprovechar flujos de ejecución paralela.",No menciona,No menciona,No menciona,No menciona
SI,10.1109/TLT.2021.3058060,Introducing Algorithmic Thinking and Sequencing Using Tangible Robots,"Today, in the era of robotics, different types of educational robots have been used extensively in school classrooms to facilitate teaching activities related to a variety of computer science concepts. Numerous studies have been performed that attempt to examine the effects of using tangible interfaces to enhance collaborative learning experiences. In most of these studies, feedback, which is a vital function for a successful game activity, is mainly provided by the trainers. However, this kind of feedback can be considered as static and general, while each trainee seeks clear, consistent, and even personalized feedback. This article proposes an interactive learning tool for introducing algorithmic thinking and sequencing using educational robots suitable for elementary and intermediate students. In more detail, in this article, we leverage a fuzzy-rule-based system and computer vision techniques to provide immediate, personalized feedback and recommendations to young students while they perform a series of activities using tangible robots. These activities relate to teaching programming skills and improve the algorithmic thinking of students. Experimental results revealed that participants were able to increase their algorithmic/programming thinking skills while developing a positive attitude toward programming. The interactive gaming factor that is embedded in the use of tangible robots, while participating in the activities, was proved to be a compelling and a rewarding experience. The article concludes that the use of the proposed feedback mechanism, when placed in a robot game environment, can lead to a positive and more effective learning process.",ar,2021-02-01,IEEE Transactions on Learning Technologies,Algorithmic thinking | educational robots | sequencing | tangible programming,2-s2.0-85101491068,,,Article,Evripidou S.,60113886;60104028;60030988,Neapolis University Pafos;University of Nicosia;Democritus University of Thrace,Paphos;Nicosia;Komotini,Cyprus;Cyprus;Greece,4,"Evripidou, Salomi;Amanatiadis, Angelos;Christodoulou, Klitos;A. Chatzichristofis, Savvas",57220956303;21933508600;55292732700;24337339000,60113886;60030988;60104028;60113886,February 2021,,19700167026,19391382,Journal,14,1,9351683,93-105,0,,undefined,,3,2021,https://ieeexplore.ieee.org/document/9351683,https://drive.google.com/file/d/1LZq0d9WmpDvX_q8vWFcoIkh-cmFpx0NU/view?usp=sharing,"Habla de programación tangible, asumo que se refiere a la idea de las tarjetas físicas que acomodás para armar programas. ",BeeBot,entre 4 y 10,BeeBot,"Propuesta educativa.
Experiencia con alumnos",No,Tangible,No menciona,No menciona,No menciona,No menciona,No menciona
